367053160,2023-01-01T00:05:38,29.27741,-94.85465,0,288.7,511,COLONEL,,WCU3258,60,0,38,11,,67,A
367003620,2023-01-01T00:05:45,30.26693,-91.1292,0,202.5,511,CSS TENNESSEE,,WDC3184,31,15,17,7,,12,A
366982810,2023-01-01T00:05:38,30.04746,-90.67374,10.5,242.9,511,GREG TURECAMO,IMO7802653,WBN3005,31,0,33,10,4.5,52,A
367782830,2023-01-01T00:05:45,47.6336,-122.33011,0,293.9,511,CAPT CAE,IMO7829780,WDJ4956,31,0,28,7,,32,A
367314510,2023-01-01T00:04:48,39.24842,-76.57321,0,127.7,215,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A
367661820,2023-01-01T00:05:46,30.01505,-93.98389,0.5,21.6,177,MISTER MAC,,WDH8821,31,12,22,,,57,A
241630000,2023-01-01T00:05:49,28.45379,-95.62039,13.7,232.9,233,SEA TIGER,IMO9834870,SVDC4,80,0,183,32,8.5,80,A
249651000,2023-01-01T00:04:49,41.79206,-71.38211,102.3,360,146,ULISSE,IMO8688535,9HA4326,99,5,123,34,3.1,99,A
367717940,2023-01-01T00:05:50,29.4318,-92.44987,3.3,317.3,511,LUCKY III,IMO8939453,WDI6364,30,15,26,7,,0,A
367387860,2023-01-01T00:04:49,29.94461,-90.3864,0,140.8,511,LOUISIANA,,WDE7015,31,0,18,7,,31,A
367755610,2023-01-01T00:05:50,33.98262,-118.44755,0,64.3,511,ALL THE WAY THERE,,WDJ2141,37,,,,,,B
367320890,2023-01-01T00:04:50,37.92527,-87.3601,3.8,126.1,125,MARY ELLEN JONES,IMO8836558,WDE2133,31,0,46,12,,31,A
367029020,2023-01-01T00:05:52,42.36278,-71.03152,0,289.7,195,MYSTIC,,WDC4694,50,0,16,5,,50,A
368169060,2023-01-01T00:05:52,29.61858,-94.3386,5.2,246.7,511,PORT MANSFIELD,,WDL8391,57,12,205,17,2.8,57,A
367625430,2023-01-01T00:04:55,36.03893,-89.67961,6.9,205.3,511,THOMAS KENNEDY,,WDH5189,31,0,21,9,,57,A
366963460,2023-01-01T00:04:50,37.79715,-87.99793,1.2,123.5,511,R CLAYTON MCWHORTER,,WDB8740,31,12,39,12,,57,A
367641590,2023-01-01T00:04:51,38.32462,-85.65516,0,360,511,MARTY B,,WDH6786,31,0,14,,,99,A
232020054,2023-01-01T00:05:22,29.72547,-95.02066,0,323.7,162,CARIBE LIZA,IMO9352133,MEOE9,80,5,129,20,6.4,80,A
338095126,2023-01-01T00:04:54,33.4605,-117.69886,0,154.9,511,HULA MAMA,,,37,,,,,,B
338356082,2023-01-01T00:05:14,18.4607,-66.09083,0.1,346.5,180,HARBOR THUNDER,,,50,0,0,0,0,50,A
367376370,2023-01-01T00:05:31,46.50016,-84.33813,0,88,511,WYOMING,,WC7559,31,0,24,6,,99,A
